"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:49:32.8756612 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8757782 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8757864 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8758840 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8759015 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8759764 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8761064 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8761131 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8761180 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8762189 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8762274 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8762941 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8763007 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
